ccaa,periodo_origen,periodo_pred,h,ipv_pred,pi_80_low,pi_80_high,pi_95_low,pi_95_high,escenario,ratio_aseq_pred,modelo,fecha_ejecucion,explicacion
Cataluña,2025Q4,2027Q2,6,219.97,214.95,243.1,211.43,250.36,salarios_4pct,1.49,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q3,7,224.39,221.52,250.18,218.1,260.11,salarios_0pct,1.7267,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q3,7,224.39,221.52,250.18,218.1,260.11,central_salarios_2pct,1.611,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q3,7,224.39,221.52,250.18,218.1,260.11,salarios_4pct,1.5052,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q4,8,228.82,229.67,258.36,223.18,269.9,salarios_0pct,1.7607,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q4,8,228.82,229.67,258.36,223.18,269.9,central_salarios_2pct,1.6347,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q4,8,228.82,229.67,258.36,223.18,269.9,salarios_4pct,1.5199,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q1,1,179.67,176.15,182.97,174.67,185.11,salarios_0pct,1.4141,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q1,1,179.67,176.15,182.97,174.67,185.11,central_salarios_2pct,1.3592,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q1,1,179.67,176.15,182.97,174.67,185.11,salarios_4pct,1.3074,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q2,2,184.37,180.6,191.01,178.05,193.07,salarios_0pct,1.4511,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q2,2,184.37,180.6,191.01,178.05,193.07,central_salarios_2pct,1.3879,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q2,2,184.37,180.6,191.01,178.05,193.07,salarios_4pct,1.3285,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q3,3,189.07,184.22,198.41,182.23,201.28,salarios_0pct,1.4881,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q3,3,189.07,184.22,198.41,182.23,201.28,central_salarios_2pct,1.4162,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q3,3,189.07,184.22,198.41,182.23,201.28,salarios_4pct,1.3491,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q4,4,193.77,188.66,205.37,186.17,208.43,salarios_0pct,1.5251,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q4,4,193.77,188.66,205.37,186.17,208.43,central_salarios_2pct,1.4443,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2026Q4,4,193.77,188.66,205.37,186.17,208.43,salarios_4pct,1.3692,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q1,5,198.47,192.18,214.76,189.69,219.35,salarios_0pct,1.5621,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q1,5,198.47,192.18,214.76,189.69,219.35,central_salarios_2pct,1.472,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q1,5,198.47,192.18,214.76,189.69,219.35,salarios_4pct,1.3887,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q2,6,203.17,198.54,224.54,195.29,231.25,salarios_0pct,1.5991,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q2,6,203.17,198.54,224.54,195.29,231.25,central_salarios_2pct,1.4994,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q2,6,203.17,198.54,224.54,195.29,231.25,salarios_4pct,1.4077,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q3,7,207.87,205.21,231.76,202.05,240.96,salarios_0pct,1.6361,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q3,7,207.87,205.21,231.76,202.05,240.96,central_salarios_2pct,1.5265,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q3,7,207.87,205.21,231.76,202.05,240.96,salarios_4pct,1.4262,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q4,8,212.57,213.37,240.02,207.33,250.74,salarios_0pct,1.6731,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q4,8,212.57,213.37,240.02,207.33,250.74,central_salarios_2pct,1.5533,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Comunitat Valenciana,2025Q4,2027Q4,8,212.57,213.37,240.02,207.33,250.74,salarios_4pct,1.4443,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.70 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q1,1,148.89,145.97,151.62,144.74,153.39,salarios_0pct,1.1812,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q1,1,148.89,145.97,151.62,144.74,153.39,central_salarios_2pct,1.1353,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q1,1,148.89,145.97,151.62,144.74,153.39,salarios_4pct,1.092,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q2,2,152.39,149.27,157.87,147.16,159.58,salarios_0pct,1.2089,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q2,2,152.39,149.27,157.87,147.16,159.58,central_salarios_2pct,1.1562,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q2,2,152.39,149.27,157.87,147.16,159.58,salarios_4pct,1.1068,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q3,3,155.89,151.89,163.58,150.24,165.95,salarios_0pct,1.2367,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q3,3,155.89,151.89,163.58,150.24,165.95,central_salarios_2pct,1.177,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q3,3,155.89,151.89,163.58,150.24,165.95,salarios_4pct,1.1212,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q4,4,159.39,155.18,168.93,153.13,171.44,salarios_0pct,1.2645,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q4,4,159.39,155.18,168.93,153.13,171.44,central_salarios_2pct,1.1974,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2026Q4,4,159.39,155.18,168.93,153.13,171.44,salarios_4pct,1.1352,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q1,5,162.89,157.72,176.26,155.68,180.02,salarios_0pct,1.2922,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q1,5,162.89,157.72,176.26,155.68,180.02,central_salarios_2pct,1.2177,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q1,5,162.89,157.72,176.26,155.68,180.02,salarios_4pct,1.1488,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q2,6,166.39,162.59,183.89,159.93,189.38,salarios_0pct,1.32,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q2,6,166.39,162.59,183.89,159.93,189.38,central_salarios_2pct,1.2377,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q2,6,166.39,162.59,183.89,159.93,189.38,salarios_4pct,1.162,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q3,7,169.89,167.71,189.41,165.13,196.93,salarios_0pct,1.3478,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q3,7,169.89,167.71,189.41,165.13,196.93,central_salarios_2pct,1.2575,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q3,7,169.89,167.71,189.41,165.13,196.93,salarios_4pct,1.1749,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q4,8,173.39,174.04,195.78,169.11,204.52,salarios_0pct,1.3755,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q4,8,173.39,174.04,195.78,169.11,204.52,central_salarios_2pct,1.2771,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Extremadura,2025Q4,2027Q4,8,173.39,174.04,195.78,169.11,204.52,salarios_4pct,1.1874,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.50 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q1,1,171.53,168.16,174.67,166.75,176.72,salarios_0pct,1.334,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q1,1,171.53,168.16,174.67,166.75,176.72,central_salarios_2pct,1.2822,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q1,1,171.53,168.16,174.67,166.75,176.72,salarios_4pct,1.2333,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q2,2,175.85,172.25,182.18,169.83,184.15,salarios_0pct,1.3676,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q2,2,175.85,172.25,182.18,169.83,184.15,central_salarios_2pct,1.308,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q2,2,175.85,172.25,182.18,169.83,184.15,salarios_4pct,1.2521,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q3,3,180.18,175.56,189.08,173.66,191.82,salarios_0pct,1.4013,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q3,3,180.18,175.56,189.08,173.66,191.82,central_salarios_2pct,1.3336,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q3,3,180.18,175.56,189.08,173.66,191.82,salarios_4pct,1.2704,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q4,4,184.51,179.64,195.55,177.27,198.47,salarios_0pct,1.435,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q4,4,184.51,179.64,195.55,177.27,198.47,central_salarios_2pct,1.3589,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2026Q4,4,184.51,179.64,195.55,177.27,198.47,salarios_4pct,1.2882,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q1,5,188.84,182.85,204.34,180.48,208.7,salarios_0pct,1.4686,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q1,5,188.84,182.85,204.34,180.48,208.7,central_salarios_2pct,1.3839,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q1,5,188.84,182.85,204.34,180.48,208.7,salarios_4pct,1.3056,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q2,6,193.17,188.76,213.48,185.67,219.86,salarios_0pct,1.5023,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q2,6,193.17,188.76,213.48,185.67,219.86,central_salarios_2pct,1.4086,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q2,6,193.17,188.76,213.48,185.67,219.86,salarios_4pct,1.3225,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q3,7,197.5,194.96,220.19,191.96,228.93,salarios_0pct,1.5359,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q3,7,197.5,194.96,220.19,191.96,228.93,central_salarios_2pct,1.4331,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q3,7,197.5,194.96,220.19,191.96,228.93,salarios_4pct,1.3389,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q4,8,201.82,202.58,227.88,196.85,238.06,salarios_0pct,1.5696,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q4,8,201.82,202.58,227.88,196.85,238.06,central_salarios_2pct,1.4573,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Galicia,2025Q4,2027Q4,8,201.82,202.58,227.88,196.85,238.06,salarios_4pct,1.3549,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.33 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q1,1,213.02,208.85,216.93,207.1,219.47,salarios_0pct,1.6291,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q1,1,213.02,208.85,216.93,207.1,219.47,central_salarios_2pct,1.5658,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q1,1,213.02,208.85,216.93,207.1,219.47,salarios_4pct,1.5062,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q2,2,218.38,213.91,226.24,210.89,228.69,salarios_0pct,1.67,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q2,2,218.38,213.91,226.24,210.89,228.69,central_salarios_2pct,1.5972,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q2,2,218.38,213.91,226.24,210.89,228.69,salarios_4pct,1.529,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q3,3,223.74,217.99,234.78,215.64,238.18,salarios_0pct,1.711,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q3,3,223.74,217.99,234.78,215.64,238.18,central_salarios_2pct,1.6283,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q3,3,223.74,217.99,234.78,215.64,238.18,salarios_4pct,1.5512,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q4,4,229.09,223.05,242.8,220.1,246.42,salarios_0pct,1.7519,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q4,4,229.09,223.05,242.8,220.1,246.42,central_salarios_2pct,1.6591,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2026Q4,4,229.09,223.05,242.8,220.1,246.42,salarios_4pct,1.5728,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q1,5,234.45,227.01,253.69,224.07,259.11,salarios_0pct,1.7929,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q1,5,234.45,227.01,253.69,224.07,259.11,central_salarios_2pct,1.6895,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q1,5,234.45,227.01,253.69,224.07,259.11,salarios_4pct,1.5939,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q2,6,239.8,234.34,265.02,230.5,272.94,salarios_0pct,1.8338,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q2,6,239.8,234.34,265.02,230.5,272.94,central_salarios_2pct,1.7195,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q2,6,239.8,234.34,265.02,230.5,272.94,salarios_4pct,1.6144,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q3,7,245.16,242.01,273.33,238.29,284.18,salarios_0pct,1.8748,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q3,7,245.16,242.01,273.33,238.29,284.18,central_salarios_2pct,1.7493,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q3,7,245.16,242.01,273.33,238.29,284.18,salarios_4pct,1.6343,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q4,8,250.51,251.45,282.86,244.34,295.5,salarios_0pct,1.9158,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q4,8,250.51,251.45,282.86,244.34,295.5,central_salarios_2pct,1.7787,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Madrid, Comunidad de",2025Q4,2027Q4,8,250.51,251.45,282.86,244.34,295.5,salarios_4pct,1.6537,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+5.36 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
"Murcia, Región de",2025Q4,2026Q1,1,176.44,172.98,179.68,171.53,181.78,salarios_0pct,1.4182,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.66 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
